ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
Revisional excision thoracic intervertebral disc NOS,73016,7J24x00,7J24x,V32.9,Unspecified revisional excision of thoracic intervertebral disc
Revisional foraminoplasty of spine,98620,7J4G.00,7J4G.,V57,Revisional formaminoplasty of spine
Revisional foraminotomy of cervical spine,20714,7J21500,7J215,V23.3,Revisional foraminotomy of cervical spine
Revisional foraminotomy of lumbar spine,50761,7J31500,7J315,V26.6,Revisional lateral foraminotomy of lumbar spine
Revisional fusion of cervical spine,33785,7J22400,7J224,V39.1,Revisional fusion of joint of cervical spine NEC
Revisional fusion of joint,34312,7K6D.00,7K6D.,W63,Revisional fusion of other joint
Revisional fusion of joint NOS,64022,7K6Dz00,7K6Dz,W63.9,Unspecified revisional fusion of other joint
Revisional fusion of joint of cervical spine NEC,109687,7J22A00,7J22A,V39.1,Revisional fusion of joint of cervical spine NEC
Revisional fusion of occipitocervical junction,102954,7J4P000,7J4P0,V66.1,Revisional fusion of occipitocervical junction
Revisional hemilaminectomy decompression of lumbar spine,97050,7J38100,7J381,V68.2,Revisional hemilaminectomy decompression of lumbar spine
Revisional insertion of lumbar interspinous process spacer,103358,7J36100,7J361,V28.2,Revisional insertion of lumbar interspinous process spacer
Revisional laminoplasty of cervical spine,111468,7J26700,7J267,V23.7,Revisional laminoplasty of cervical spine
Revisional laser foraminoplasty of cervical spine,102904,7J4G000,7J4G0,V57.1,Revisional laser foraminoplasty of cervical spine
Revisional laser foraminoplasty of lumbar spine,110683,7J4G200,7J4G2,V57.3,Revisional laser foraminoplasty of lumbar spine
Revisional lumbar discectomy,10198,7J33.00,7J33.,V34,Revisional excision of lumbar intervertebral disc
Revisional lumbar microdiscectomy,15921,7J33600,7J336,V34.7,Revisional microdiscectomy of lumbar intervertebral disc
Revisional microdiscectomy of cervical intervertebral disc,38863,7J21700,7J217,V30.6,Revisional microdiscectomy of cervical intervertebral disc
Revisional operation NOC,18256,7M31200,7M312,Y71.3,Revisional operations NOC
Revisional operation on thoracic spine NOS,92795,7J24z00,7J24z,V54.9,Unspecified other operations on spine
Revisional operations on thoracic spine,28544,7J24.00,7J24.,V54.8,Other specified other operations on spine
Revisional posterior decompression of lumbar spinal cord NEC,94446,7J31400,7J314,V26.5,Revisional posterior decompression of lumbar spine NEC
Revisional posterior decompression of thoracic disc,114672,7J24300,7J243,V24.3,Revisional decompression of thoracic spinal cord NEC
Revisional posterior excision of lumbar disc,102312,7J33700,7J337,V34.8,Other specified revisional excision of lumbar intervertebral disc
Revisional posterior fusion of joint of lumbar spine NEC,45418,7J35100,7J351,V39.4,Revisional posterior fusion of joint of lumbar spine NEC
Revisional posterior fusion of joint of thoracic spine,32813,7J24500,7J245,V39.2,Revisional fusion of joint of thoracic spine
Revisional posterior lumbar medial facetectomy,102472,7J38000,7J380,V68.1,Revisional posterior lumbar medial facetectomy
Revisional removal of lumbar intervertebral disc,40487,7J33.12,7J33.,V34,Revisional excision of lumbar intervertebral disc
Revisional repair of rotator cuff NEC,97024,7H53600,7H536,T79.3,Revisional repair of rotator cuff NEC
Rhesus detailed scan,93946,7F27500,7F275,R37.6,Rhesus detailed scan
Rhinoplasty,420,7400.11,7400,E02,Plastic operations on nose
Rhinoplasty for cleft lip nasal deformity,8002,7409500,74095,E02.6,Rhinoplasty NEC
Rhinoplasty NEC,33356,7400500,74005,E02.6,Rhinoplasty NEC
Rhizolysis of spinal nerve root,105340,7048311,70483,A57.3,Radiofrequency controlled thermal destruction of spinal nerve root
Rhizotomy of spinal nerve root,21655,7048100,70481,A57.2,Rhizotomy of spinal nerve root
Rhomboid flap,45719,7G1A312,7G1A3,S27.4,Random pattern local flap of skin NEC
Rhomboid flap - head or neck,42577,7G1A212,7G1A2,S27.3,Random pattern local flap of skin to head or neck NEC
Right hemicolectomy and anastomosis NEC,28854,7713200,77132,H07.3,Right hemicolectomy and anastomosis NEC
Right hemicolectomy and end to side anastomosis,108676,7713500,77135,H07.5,Right hemicolectomy and end to side anastomosis
Right hemicolectomy and ileostomy however further qualified,599,7713300,77133,H07.4,Right hemicolectomy and ileostomy HFQ
Right hemihepatectomy,7619,7801000,78010,J02.1,Right hemihepatectomy NEC
Right hemihepatectomy NEC,97068,7801900,78019,J02.1,Right hemihepatectomy NEC
Right hepatic trisegmentectomy,63116,7801600,78016,J02.8,Other specified partial excision of liver
Rigid bronchoscopy to remove foreign body,3889,744A300,744A3,E50.5,Endoscopic removal of foreign body from lower respiratory tract using rigid bronchoscope
Rigid cystoscopic diathermy of lesion of bladder,4960,7B27400,7B274,M42.2,Endoscopic cauterisation of lesion of bladder
Rigid cystosopic cauterisation of lesion of bladder,31009,7B27411,7B274,M42.2,Endoscopic cauterisation of lesion of bladder
Rigid diagnostic bronchoscopy NOS,42363,744Bz00,744Bz,E51.9,Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope
Rigid oesophagoscopic banding of oesophageal varices,46647,760F400,760F4,G17.8,Other specified endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope
Rigid therapeutic bronchoscopy,18722,744A.00,744A.,E50,Therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope
Rigid therapeutic bronchoscopy NOS,54944,744Az00,744Az,E50.9,Unspecified therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope
Rim excision of mandible,65431,7J11600,7J116,V14.3,Partial excision of mandible NEC
RIMA sequential anastomosis,92233,7925012,79250,K45.1,Double anastomosis of mammary arteries to coronary arteries
RIMA single anastomosis,68123,7925312,79253,K45.4,Anastomosis of mammary artery to coronary artery NEC
Ring total replacement of hip joint not using cement,73951,7K21.16,7K21.,W38,Total prosthetic replacement of hip joint not using cement
Ripstein fixation of rectum using teflon mesh,34181,7723111,77231,H35.2,Posterior fixation of rectum using prosthetic material
Ritual circumcision,19925,7C25600,7C256,N30.3,Circumcision
Ritual clitoridectomy,4985,7D00100,7D001,P01.1,Clitoridectomy
Robert Jones procedure great toe,10879,7K02312,7K023,W03.4,Transfer of extensor hallucis longus tendon to head of first metatarsal and fusion of interphalangeal joints
Robinson Smith anterior fusion of cervical spine,49268,7J20315,7J203,V29.4,Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine
Robotic minimal access approach to abdominal cavity,99443,7M1A200,7M1A2,Y75.3,Robotic minimal access approach to abdominal cavity
Robotic minimal access approach to thoracic cavity,111274,7M19200,7M192,Y74.3,Robotic minimal access approach to thoracic cavity
Rodney pancreaticoduodenectomy,107466,7832111,78321,J56.2,Pancreaticoduodenectomy and resection of antrum of stomach
Root canal therapy to tooth,21779,7514100,75141,F12.2,Root canal therapy to tooth
Roscoe repair for rectal prolapse,65638,7724012,77240,H36.1,Abdominal repair of levator ani muscles
Rotary blade angioplasty,38813,7A54500,7A545,L71.8,Other specified therapeutic transluminal operations on other artery
Rotary blade coronary angioplasty,19046,7929300,79293,K50.8,Other specified other therapeutic transluminal operations on coronary artery
Rotation diaphyseal osteotomy NEC,62458,7K18500,7K185,W14.6,Rotation diaphyseal osteotomy NEC
Rotation periarticular osteotomy,15428,7K17000,7K170,W13.1,Rotation periarticular osteotomy
Rotational osteotomy,20823,7K14500,7K145,W10.8,Other specified open surgical fracture of bone
Routine obstetric scan,86011,7F26.00,7F26.,R36,Routine obstetric scan
Routine obstetric scan NOS,85245,7F26z00,7F26z,R36.9,Unspecified routine obstetric scan
Roux-en-y cholecystojejunostomy,30469,7811212,78112,J19.3,Anastomosis of gall bladder to jejunum
Roux-en-y choledochoenterostomy,35637,7823111,78231,J30.2,Anastomosis of common bile duct to transposed jejunum
Roux-en-y oesophagogastrectomy,24415,7600111,76001,G01.2,Oesophagogastrectomy and anastomosis of oesophagus to transposed jejunum
Roux-en-y pancreaticojejunostomy,41243,7835.12,7835,J59,Connection of pancreatic duct
Roux-en-y procedure for biliary atresia,25592,7824400,78244,J29.2,Anastomosis of hepatic duct to jejunum NEC
Roux oesophagectomy and interposition of jejunal loop,68831,7601213,76012,G02.3,Total oesophagectomy and interposition of jejunum NEC
Rovsing's operation for polycystic kidney,45880,7B03300,7B033,M04.1,Deroofing of cyst of kidney
Rubber band ligation of haemorrhoid,3199,7735300,77353,H52.4,Rubber band ligation of haemorrhoid
Sacrocolpopexy,16175,7D19300,7D193,P24.2,Sacrocolpopexy
Sacrospinous fixation of vaginal vault,18931,7D19500,7D195,P24.7,Sacrospinous fixation of vagina
Sagittal split mandibular osteotomy,17184,7J16A00,7J16A,V16.8,Other specified division of mandible
Salpingography,1616,7E1H000,7E1H0,Q41.1,Salpingography
Salpingolysis - endoscopic,34255,7E1F011,7E1F0,Q38.1,Endoscopic freeing of adhesions of fallopian tube
Salpingolysis - open,28430,7E1B011,7E1B0,Q34.1,Open freeing of adhesions of fallopian tube
Salpingotomy,15334,7E19.11,7E19.,Q31,Incision of fallopian tube
Salter osteotomy for congenital deformity of hip,22742,7L0G800,7L0G8,X22.2,Primary osteotomy of pelvis for correction of congenital deformity of hip
Salter osteotomy of pelvis,72678,7L0G117,7L0G1,X22.2,Primary osteotomy of pelvis for correction of congenital deformity of hip
Sampling of axillary lymph nodes,18506,7H61100,7H611,T86.2,Sampling of axillary lymph nodes
Sampling of cervical lymph nodes,35794,7H61000,7H610,T86.1,Sampling of cervical lymph nodes
Sampling of chorionic villus NEC,3221,7F05300,7F053,R10.4,Sampling of chorionic villus NEC
Sampling of inguinal lymph nodes,21978,7H61600,7H616,T86.7,Sampling of inguinal lymph nodes
Sampling of internal mammary lymph nodes,72432,7H61300,7H613,T86.4,Sampling of internal mammary lymph nodes
Sampling of lymph nodes,37356,7H61.00,7H61.,T86,Sampling of lymph nodes
Sampling of lymph nodes NOS,61927,7H61z00,7H61z,T86.9,Unspecified sampling of lymph nodes
Sampling of mediastinal lymph nodes,45819,7H61400,7H614,T86.5,Sampling of mediastinal lymph nodes
Sampling of paraaortic lymph nodes,33637,7H61500,7H615,T86.6,Sampling of para-aortic lymph nodes
Sampling of supraclavicular lymph nodes,5454,7H61200,7H612,T86.3,Sampling of supraclavicular lymph nodes
Saphenous artery fasciocutaneous flap,112675,7M25E00,7M25E,Y59.8,Other specified harvest of flap of skin and fascia
Saphenous vein graft bypass of coronary artery,8312,7920.11,7920,K40,Saphenous vein graft replacement of coronary artery
Saphenous vein graft replacement coronary artery NOS,51515,7920z00,7920z,K40.9,Unspecified saphenous vein graft replacement of coronary artery
Saphenous vein graft replacement of coronary artery,18249,7920.00,7920,K40,Saphenous vein graft replacement of coronary artery
Saphenous vein graft replacement of one coronary artery,8679,7920000,79200,K40.1,Saphenous vein graft replacement of one coronary artery
Saphenous vein graft replacement of three coronary arteries,7442,7920200,79202,K40.3,Saphenous vein graft replacement of three coronary arteries
Saphenous vein graft replacement of two coronary arteries,7634,7920100,79201,K40.2,Saphenous vein graft replacement of two coronary arteries
Sartorius muscle flap,59283,7M2AF00,7M2AF,Y64.8,Other specified harvest of flap of muscle of other site
Sartorius myocutaneous flap,102202,7M28J00,7M28J,Y62.8,Other specified harvest of flap of skin and muscle of other site
Saucerisation of bone,54817,7K1C100,7K1C1,W18.2,Saucerisation of bone
Scaling of teeth,16787,7517800,75178,F16.4,Scaling of tooth
Scaling of tooth,51558,7517700,75177,F16.4,Scaling of tooth
Scalp random pattern flap,43687,7M22600,7M226,Y56.1,Harvest of random pattern flap of skin from head
Scanning laser ophthalmoscopy evaluation of retina,47138,727A400,727A4,C87.5,Scanning laser ophthalmoscopy evaluation of retina
Scanning of sentinel lymph node,85508,7H68100,7H681,T91.2,Scanning of sentinel lymph node
Scanning of signal lymph node,108878,7H68111,7H681,T91.2,Scanning of sentinel lymph node
Scanning of thyroid gland NEC,71665,7P03400,7P034,U06.5,Scanning of thyroid gland NEC
Scapular axial pattern flap,54532,7M23200,7M232,Y57.3,Harvest of axial pattern flap of skin from scapular region
Scapular fasciocutaneous flap,93123,7M25700,7M257,Y59.8,Other specified harvest of flap of skin and fascia
Scapular fasciocutaneous flap plus scapula,61081,7M25N00,7M25N,Y59.8,Other specified harvest of flap of skin and fascia
Scapulopexy,97675,7L0D011,7L0D0,X19.1,Reduction of Sprengel deformity
Schauta radical vaginal hysterectomy,52057,7E05.11,7E05.,Q08,Vaginal excision of uterus
Schede thoracoplasty,107625,7H00012,7H000,T01.1,Thoracoplasty
Scheie cautery incision of sclera,33350,7252y11,7252y,C55.8,Other specified incision of sclera
Schilling test,2649,4524.12,7P144,U26.5,Schilling test
Schilling test,68755,7P14400,7P144,U26.5,Schilling test
Schlatter total gastrectomy,22797,7610.11,7610,G27,Total excision of stomach
Schlatter total gastrectomy,22797,7610.11,7610,G44.2,Fibreoptic endoscopic removal of foreign body from upper gastrointestinal tract
