Disease,ICD10code,ICD10codeDescr,Provenance,Exclude
Psoriasis,L40.1,Generalized pustular psoriasis,Cross-mapped,NA
Psoriasis,L40.3,Pustulosis palmaris et plantaris,Cross-mapped,NA
Psoriasis,L40.4,Guttate psoriasis,Cross-mapped,NA
Psoriasis,L40.8,Other psoriasis,Cross-mapped,NA
Psoriasis,L40.9,"Psoriasis, unspecified",Cross-mapped,NA
Psoriasis,M07.0,Distal interphalangeal psoriatic arthropathy,Kuan,NA
Psoriasis,M07.1,Arthritis mutilans,Kuan,NA
Psoriasis,M07.2,Psoriatic spondylitis,Kuan,NA
Psoriasis,M07.3,Other psoriatic arthropathies,Kuan,NA
Psoriasis,M09.0,Juvenile arthritis in psoriasis,Kuan,NA
Psoriatic arthropathy,M07.0,Distal interphalangeal psoriatic arthropathy,Kuan,NA
Psoriatic arthropathy,M07.1,Arthritis mutilans,Kuan,NA
Psoriatic arthropathy,M07.2,Psoriatic spondylitis,Kuan,NA
Psoriatic arthropathy,M07.3,Other psoriatic arthropathies,Kuan,NA
Psoriatic arthropathy,L40.5,Arthropathic psoriasis,Kuan,NA
Ptosis of eyelid,H02.4,Ptosis of eyelid,Overlap,NA
Ptosis of eyelid,Q10.0,Congenital ptosis,Cross-mapped,NA
Pulmonary hypertension,I27.0,Primary pulmonary hypertension,Overlap,NA
Pulmonary hypertension,I27.2,Other secondary pulmonary hypertension,Overlap,NA
Respiratory failure,J96,Respiratory failure,Kuan,NA
Respiratory failure,J96.1,Chronic respiratory failure,Cross-mapped,NA
Respiratory failure,J96.9,"Respiratory failure, unspecified",Cross-mapped,NA
Retinal detachments and breaks,H33.0,Retinal detachment with retinal break,Overlap,NA
Retinal detachments and breaks,H33.2,Serous retinal detachment,Cross-mapped,NA
Retinal detachments and breaks,H33.3,Retinal breaks without detachment,Overlap,NA
Retinal detachments and breaks,H33.4,Traction detachment of retina,Overlap,NA
Retinal detachments and breaks,H33.5,Other retinal detachments,Overlap,NA
Retinal vascular occlusions,H34,Retinal vascular occlusions,Kuan,NA
Retinal vascular occlusions,H34.0,Transient retinal artery occlusion,Cross-mapped,NA
Retinal vascular occlusions,H34.1,Central retinal artery occlusion,Cross-mapped,NA
Retinal vascular occlusions,H34.2,Other retinal artery occlusions,Cross-mapped,NA
Retinal vascular occlusions,H34.8,Other retinal vascular occlusions,Cross-mapped,NA
Retinal vascular occlusions,H34.9,"Retinal vascular occlusion, unspecified",Cross-mapped,NA
Rheumatic valve dz,I05,Rheumatic mitral valve diseases,Overlap,NA
Rheumatic valve dz,I05.0,Mitral stenosis,Cross-mapped,NA
Rheumatic valve dz,I05.1,Rheumatic mitral insufficiency,Cross-mapped,NA
Rheumatic valve dz,I06,Rheumatic aortic valve diseases,Kuan,NA
Rheumatic valve dz,I06.0,Rheumatic aortic stenosis,Cross-mapped,NA
Rheumatic valve dz,I06.1,Rheumatic aortic insufficiency,Cross-mapped,NA
Rheumatic valve dz,I06.2,Rheumatic aortic stenosis with insufficiency,Cross-mapped,NA
Rheumatic valve dz,I06.8,Other rheumatic aortic valve diseases,Cross-mapped,NA
Rheumatic valve dz,I06.9,"Rheumatic aortic valve disease, unspecified",Cross-mapped,NA
Rheumatic valve dz,I07,Rheumatic tricuspid valve diseases,Kuan,NA
Rheumatic valve dz,I07.0,Tricuspid stenosis,Cross-mapped,NA
Rheumatic valve dz,I07.1,Tricuspid insufficiency,Cross-mapped,NA
Rheumatic valve dz,I07.2,Tricuspid stenosis with insufficiency,Cross-mapped,NA
Rheumatic valve dz,I07.9,"Tricuspid valve disease, unspecified",Cross-mapped,NA
Rheumatic valve dz,I09.1,"Rheumatic diseases of endocardium, valve unspecified",Cross-mapped,NA
Rheumatic valve dz,I09.8,Other specified rheumatic heart diseases,Cross-mapped,NA
Rheumatoid Arthritis,J99.0,Rheumatoid lung disease,Kuan,NA
Rheumatoid Arthritis,M05,Seropositive rheumatoid arthritis,Kuan,NA
Rheumatoid Arthritis,M05.0,Felty syndrome,Cross-mapped,NA
Rheumatoid Arthritis,M05.2,Rheumatoid vasculitis,Cross-mapped,NA
Rheumatoid Arthritis,M05.8,Other seropositive rheumatoid arthritis,Cross-mapped,NA
Rheumatoid Arthritis,M05.9,"Seropositive rheumatoid arthritis, unspecified",Cross-mapped,NA
Rheumatoid Arthritis,M06,Other rheumatoid arthritis,Kuan,NA
Rheumatoid Arthritis,M06.0,Seronegative rheumatoid arthritis,Cross-mapped,NA
Rheumatoid Arthritis,M06.1,Adult-onset Still disease,Cross-mapped,NA
Rheumatoid Arthritis,M06.2,Rheumatoid bursitis,Cross-mapped,NA
Rheumatoid Arthritis,M06.3,Rheumatoid nodule,Cross-mapped,NA
Rheumatoid Arthritis,M06.8,Other specified rheumatoid arthritis,Cross-mapped,NA
Rheumatoid Arthritis,M06.9,"Rheumatoid arthritis, unspecified",Cross-mapped,NA
Rheumatoid Arthritis,M20.0,Deformity of finger(s),Cross-mapped,NA
Rheumatoid Arthritis,M45,Ankylosing spondylitis,Cross-mapped,NA
Rosacea,L71.1,Rhinophyma,Overlap,NA
Rosacea,L71.8,Other rosacea,Overlap,NA
Rosacea,L71.9,Rosacea,Overlap,NA
Sarcoidosis,D86,Sarcoidosis,Kuan,NA
Sarcoidosis,D86.0,Sarcoidosis of lung,Cross-mapped,NA
Sarcoidosis,D86.1,Sarcoidosis of lymph nodes,Cross-mapped,NA
Sarcoidosis,D86.2,Sarcoidosis of lung with sarcoidosis of lymph nodes,Cross-mapped,NA
Sarcoidosis,D86.3,Sarcoidosis of skin,Cross-mapped,NA
Sarcoidosis,D86.8,Sarcoidosis of other and combined sites,Cross-mapped,NA
Sarcoidosis,D86.9,"Sarcoidosis, unspecified",Cross-mapped,NA
Sarcoidosis,G53.2,Multiple cranial nerve palsies in sarcoidosis,Kuan,NA
Sarcoidosis,M63.3,Myositis in sarcoidosis,Kuan,NA
SARS-CoV-2,U07.1,"COVID-19, virus identified",New code list,NA
SARS-CoV-2,U08,Personal history of COVID-19,New code list,NA
SARS-CoV-2,U08.9,"Personal history of COVID-19, unspecified",New code list,NA
SARS-CoV-2,U09,Post COVID-19 condition,New code list,NA
SARS-CoV-2,U09.9,"Post COVID-19 condition, unspecified",New code list,NA
SARS-CoV-2,U10,Multisystem inflammatory syndrome associated with COVID-19,New code list,NA
SARS-CoV-2,U10.9,"Multisystem inflammatory syndrome associated with COVID-19, unspecified",New code list,NA
SARS-CoV-2,U11,Need for immunization against COVID-19,New code list,NA
SARS-CoV-2,U11.9,"Need for immunization against COVD-19, unspecified",New code list,NA
SARS-CoV-2,U12,COVID-19 vaccines causing adverse effects in therapeutic use,New code list,NA
SARS-CoV-2,U12.9,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified",New code list,NA
Schizophrenia and non-organic psychosis,F03,Unspecified dementia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F09,Unspecified organic or symptomatic mental disorder,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20,Schizophrenia,Overlap,NA
Schizophrenia and non-organic psychosis,F20.0,Paranoid schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.1,Hebephrenic schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.2,Catatonic schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.3,Undifferentiated schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.4,Post-schizophrenic depression,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.5,Residual schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.6,Simple schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.8,Other schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F20.9,"Schizophrenia, unspecified",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F21,Schizotypal disorder,Overlap,NA
Schizophrenia and non-organic psychosis,F22,Persistent delusional disorders,Overlap,NA
Schizophrenia and non-organic psychosis,F22.0,Delusional disorder,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F22.8,Other persistent delusional disorders,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F22.9,"Persistent delusional disorder, unspecified",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F23.0,Acute polymorphic psychotic disorder without symptoms of schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F23.1,Acute polymorphic psychotic disorder with symptoms of schizophrenia,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F23.2,Acute schizophrenia-like psychotic disorder,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F23.3,Other acute predominantly delusional psychotic disorders,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F23.9,"Acute and transient psychotic disorder, unspecified",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F25,Schizoaffective disorders,Overlap,NA
Schizophrenia and non-organic psychosis,F25.0,"Schizoaffective disorder, manic type",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F25.1,"Schizoaffective disorder, depressive type",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F25.2,"Schizoaffective disorder, mixed type",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F25.8,Other schizoaffective disorders,Cross-mapped,NA
Schizophrenia and non-organic psychosis,F25.9,"Schizoaffective disorder, unspecified",Cross-mapped,NA
Schizophrenia and non-organic psychosis,F28,Other nonorganic psychotic disorders,Overlap,NA
Schizophrenia and non-organic psychosis,F29,Unspecified nonorganic psychosis,Overlap,NA
Schizophrenia and non-organic psychosis,F60.1,Schizoid personality disorder,Cross-mapped,NA
Schizophrenia and non-organic psychosis,Z86.5,Personal history of other mental and behavioural disorders,Cross-mapped,NA
Scoliosis,I27.1,Kyphoscoliotic heart disease,Cross-mapped,NA
Scoliosis,M41,Scoliosis,Kuan,NA
Scoliosis,M41.0,Infantile idiopathic scoliosis,Cross-mapped,NA
Scoliosis,M41.1,Juvenile idiopathic scoliosis,Cross-mapped,NA
Scoliosis,M41.2,Other idiopathic scoliosis,Cross-mapped,NA
Scoliosis,M41.3,Thoracogenic scoliosis,Cross-mapped,NA
Scoliosis,M41.4,Neuromuscular scoliosis,Cross-mapped,NA
Scoliosis,M41.5,Other secondary scoliosis,Cross-mapped,NA
Scoliosis,M41.8,Other forms of scoliosis,Cross-mapped,NA
Scoliosis,M41.9,"Scoliosis, unspecified",Cross-mapped,NA
Scoliosis,M96.8,Other postprocedural musculoskeletal disorders,Cross-mapped,NA
Scoliosis,Q67.5,Congenital deformity of spine,Cross-mapped,NA
Scoliosis,Q76.3,Congenital scoliosis due to congenital bony malformation,Cross-mapped,NA
Scoliosis,Q76.4,"Other congenital malformations of spine, not associated with scoliosis",Cross-mapped,NA
Seborrheic dermatitis,L21,Seborrhoeic dermatitis,Kuan,NA
Seborrheic dermatitis,L21.0,Seborrhoea capitis,Cross-mapped,NA
Seborrheic dermatitis,L21.8,Other seborrhoeic dermatitis,Cross-mapped,NA
Seborrheic dermatitis,L21.9,"Seborrhoeic dermatitis, unspecified",Cross-mapped,NA
Seborrheic dermatitis,L73.9,"Follicular disorder, unspecified",Cross-mapped,NA
Secondary malignancy and metastasis,C77,Secondary and unspecified malignant neoplasm of lymph nodes,Kuan,NA
Secondary malignancy and metastasis,C77.1,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes,Cross-mapped,NA
Secondary malignancy and metastasis,C77.9,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified",Cross-mapped,NA
Secondary malignancy and metastasis,C78.0,Secondary malignant neoplasm of lung,Overlap,NA
Secondary malignancy and metastasis,C78.1,Secondary malignant neoplasm of mediastinum,Overlap,NA
Secondary malignancy and metastasis,C78.2,Secondary malignant neoplasm of pleura,Overlap,NA
Secondary malignancy and metastasis,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs,Overlap,NA
Secondary malignancy and metastasis,C78.4,Secondary malignant neoplasm of small intestine,Overlap,NA
Secondary malignancy and metastasis,C78.5,Secondary malignant neoplasm of large intestine and rectum,Overlap,NA
Secondary malignancy and metastasis,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,Overlap,NA
Secondary malignancy and metastasis,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,Overlap,NA
Secondary malignancy and metastasis,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs,Overlap,NA
Secondary malignancy and metastasis,C79.0,Secondary malignant neoplasm of kidney and renal pelvis,Overlap,NA
Secondary malignancy and metastasis,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,Overlap,NA
Secondary malignancy and metastasis,C79.2,Secondary malignant neoplasm of skin,Overlap,NA
Secondary malignancy and metastasis,C79.3,Secondary malignant neoplasm of brain and cerebral meninges,Overlap,NA
Secondary malignancy and metastasis,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system,Overlap,NA
Secondary malignancy and metastasis,C79.5,Secondary malignant neoplasm of bone and bone marrow,Overlap,NA
Secondary malignancy and metastasis,C79.6,Secondary malignant neoplasm of ovary,Overlap,NA
Secondary malignancy and metastasis,C79.7,Secondary malignant neoplasm of adrenal gland,Overlap,NA
Secondary malignancy and metastasis,C79.8,Secondary malignant neoplasm of other specified sites,Overlap,NA
Secondary malignancy and metastasis,C79.9,Secondary malignant neoplasm,Overlap,NA
Secondary polycythaemia,D75.1,Secondary polycythaemia,Overlap,NA
Sick sinus syndrome,I45.5,Other specified heart block,Cross-mapped,NA
Sick sinus syndrome,I49.5,Sick sinus syndrome,Overlap,NA
Sick sinus syndrome,I49.8,Other specified cardiac arrhythmias,Cross-mapped,NA
Sickle-cell anaemia,D57.0,Sickle-cell anaemia with crisis,Overlap,NA
Sickle-cell anaemia,D57.1,Sickle-cell anaemia without crisis,Overlap,NA
Sickle-cell anaemia,D57.2,Double heterozygous sickling disorders,Overlap,NA
Sickle-cell anaemia,D57.8,Other sickle-cell disorders,Overlap,NA
Sjogren's disease,M35.0,Sicca syndrome [Sjögren],Overlap,NA
Sleep apnoea,G47.3,Sleep apnoea,Overlap,NA
Somatoform and dissociative disorders,F06.5,Organic dissociative disorder,New code list,NA
Somatoform and dissociative disorders,F40,Phobic anxiety disorders,New code list,NA
Somatoform and dissociative disorders,F41,Other anxiety disorders,New code list,NA
Somatoform and dissociative disorders,F42,Obsessive-compulsive disorder,New code list,NA
Somatoform and dissociative disorders,F44,Dissociative [conversion] disorders,Overlap,NA
Somatoform and dissociative disorders,F44.0,Dissociative amnesia,Overlap,NA
Somatoform and dissociative disorders,F44.1,Dissociative fugue,Overlap,NA
Somatoform and dissociative disorders,F44.2,Dissociative stupor,Overlap,NA
Somatoform and dissociative disorders,F44.3,Trance and possession disorders,Cross-mapped,NA
Somatoform and dissociative disorders,F44.4,Dissociative motor disorders,Overlap,NA
Somatoform and dissociative disorders,F44.5,Dissociative convulsions,Overlap,NA
Somatoform and dissociative disorders,F44.6,Dissociative anaesthesia and sensory loss,Overlap,NA
Somatoform and dissociative disorders,F44.7,Mixed dissociative [conversion] disorders,Overlap,NA
Somatoform and dissociative disorders,F44.8,Other dissociative [conversion] disorders,Overlap,NA
Somatoform and dissociative disorders,F44.9,"Dissociative [conversion] disorder, unspecified",Overlap,NA
Somatoform and dissociative disorders,F45,Somatoform disorders,Overlap,NA
Somatoform and dissociative disorders,F45.0,Somatization disorder,Overlap,NA
Somatoform and dissociative disorders,F45.1,Undifferentiated somatoform disorder,Overlap,NA
Somatoform and dissociative disorders,F45.2,Hypochondriacal disorder,Overlap,NA
Somatoform and dissociative disorders,F45.3,Somatoform autonomic dysfunction,Overlap,NA
Somatoform and dissociative disorders,F45.4,Persistent somatoform pain disorder,Overlap,NA
Somatoform and dissociative disorders,F45.8,Other somatoform disorders,Overlap,NA
Somatoform and dissociative disorders,F45.9,"Somatoform disorder, unspecified",Overlap,NA
Somatoform and dissociative disorders,F48,Other neurotic disorders,Overlap,NA
Somatoform and dissociative disorders,F48.0,Neurasthenia,Overlap,NA
Somatoform and dissociative disorders,F48.8,Other specified neurotic disorders,Cross-mapped,NA
Somatoform and dissociative disorders,F50.5,Vomiting associated with other psychological disturbances,Cross-mapped,NA
Somatoform and dissociative disorders,F52.2,Failure of genital response,Cross-mapped,NA
Somatoform and dissociative disorders,F52.3,Orgasmic dysfunction,Cross-mapped,NA
Somatoform and dissociative disorders,F52.5,Nonorganic vaginismus,Cross-mapped,NA
Somatoform and dissociative disorders,F52.6,Nonorganic dyspareunia,Cross-mapped,NA
Somatoform and dissociative disorders,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,Cross-mapped,NA
Somatoform and dissociative disorders,F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",Overlap,NA
Somatoform and dissociative disorders,M99.0,Segmental and somatic dysfunction,New code list,NA
Spina bifida,Q05,Spina bifida,Kuan,NA
Spina bifida,Q05.0,Cervical spina bifida with hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.1,Thoracic spina bifida with hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.2,Lumbar spina bifida with hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.3,Sacral spina bifida with hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.4,Unspecified spina bifida with hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.5,Cervical spina bifida without hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.6,Thoracic spina bifida without hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.7,Lumbar spina bifida without hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.8,Sacral spina bifida without hydrocephalus,Cross-mapped,NA
Spina bifida,Q05.9,"Spina bifida, unspecified",Cross-mapped,NA
Spina bifida,Q07.0,Arnold-Chiari syndrome,Cross-mapped,NA
Spina bifida,Q76.0,Spina bifida occulta,Overlap,NA
Spinal stenosis,M48.0,Spinal stenosis,Overlap,NA
Spondylolisthesis,M43.1,Spondylolisthesis,Overlap,NA
Spondylosis,M47,Spondylosis,Cross-mapped,NA
Spondylosis,M47.1,Other spondylosis with myelopathy,Overlap,NA
Spondylosis,M47.2,Other spondylosis with radiculopathy,Overlap,NA
Spondylosis,M47.8,Other spondylosis,Overlap,NA
Spondylosis,M47.9,Spondylosis,Overlap,NA
Subarachnoid haemorrhage,I60,Subarachnoid haemorrhage,Kuan,NA
Subarachnoid haemorrhage,I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation,Cross-mapped,NA
Subarachnoid haemorrhage,I60.1,Subarachnoid haemorrhage from middle cerebral artery,Cross-mapped,NA
Subarachnoid haemorrhage,I60.2,Subarachnoid haemorrhage from anterior communicating artery,Cross-mapped,NA
Subarachnoid haemorrhage,I60.3,Subarachnoid haemorrhage from posterior communicating artery,Cross-mapped,NA
Subarachnoid haemorrhage,I60.4,Subarachnoid haemorrhage from basilar artery,Cross-mapped,NA
