prodcode,CodingSystem,productname,gemscriptcode
55418,prodcode,Paracetamol 500mg Tablet (Almus Pharmaceuticals Ltd),78863020
55425,prodcode,Dihydrocodeine 10mg tablets,99511020
55434,prodcode,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),08154020
55454,prodcode,Naproxen 500mg tablets (Kent Pharmaceuticals Ltd),08249020
55465,prodcode,Co-codamol 30mg/500mg capsules (Sigma Pharmaceuticals Plc),04339020
55486,prodcode,Naproxen 500mg tablets (Teva UK Ltd),53360020
55505,prodcode,Naproxen 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),08259020
55530,prodcode,Co-dydramol 10mg/500mg tablets (Phoenix Healthcare Distribution Ltd),04305020
55582,prodcode,Celebrex 200mg capsules (Lexon (UK) Ltd),08512020
55724,prodcode,Diamorphine 500mg powder for solution for injection vials,36810020
55752,prodcode,Fentanyl 100micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd),09345020
55817,prodcode,Lloydspharmacy Paracetamol 120mg/5ml oral suspension sugar free (Lloyds Pharmacy Ltd),04264020
55828,prodcode,Benorilate 2g/5ml Liquid (Berk Pharmaceuticals Ltd),48851020
55832,prodcode,Morphine sulphate 15mg/ml Injection (Celltech Pharma Europe Ltd),50132020
55839,prodcode,Pethidine 50mg/ml Injection (Roche Products Ltd),50249020
55852,prodcode,Pethidine 10mg/ml Injection (Martindale Pharmaceuticals Ltd),51617020
55894,prodcode,Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),08270020
55913,prodcode,Voltarol 50mg suppositories (Lexon (UK) Ltd),39886020
55972,prodcode,Pregabalin 150mg/5ml oral solution,35980020
56006,prodcode,Co-codamol 8mg/500mg tablets (Bristol Laboratories Ltd),04296020
56022,prodcode,Pethidine 50mg Capsule (Martindale Pharmaceuticals Ltd),75279020
56039,prodcode,Ibuprofen 600mg tablets (Waymade Healthcare Plc),14564021
56046,prodcode,Paracetamol 500mg capsules (Waymade Healthcare Plc),47325020
56078,prodcode,Rhumalgan XL 100mg capsules (Almus Pharmaceuticals Ltd),00061021
56106,prodcode,Naproxen 500mg/5ml oral suspension,20550020
56171,prodcode,Co-codamol 30mg/500mg capsules (Kent Pharmaceuticals Ltd),04334020
56178,prodcode,Codeine 60mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),04412020
56202,prodcode,Morphine sulphate Injection,94725020
56205,prodcode,Boots Paracetamol and Codeine Extra capsules (The Boots Company Plc),14678020
56213,prodcode,Ibuprofen 400mg tablets sugar coated (Kent Pharmaceuticals Ltd),08145020
56266,prodcode,Co-codamol 30mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),04311020
56275,prodcode,Meloxicam 7.5mg tablets (Teva UK Ltd),72217020
56329,prodcode,Morphine sulfate 10mg/2ml solution for injection ampoules,31888020
56340,prodcode,Co-codamol 30mg/500mg caplets (J M McGill Ltd),15644021
56441,prodcode,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),14184020
56461,prodcode,Co-codamol 30mg/500mg tablets (Kent Pharmaceuticals Ltd),04310020
56491,prodcode,Zamadol SR 200mg capsules (Lexon (UK) Ltd),04541020
56544,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd),60696020
56549,prodcode,Co-codamol 8mg/500mg effervescent tablets (Waymade Healthcare Plc),14519021
56554,prodcode,Naproxen 250mg/5ml oral suspension,20548020
56559,prodcode,Codeine 30mg tablets (Phoenix Healthcare Distribution Ltd),04406020
56565,prodcode,Co-codamol 15mg/500mg tablets (A A H Pharmaceuticals Ltd),13497020
56566,prodcode,Paracetamol 500mg caplets (J M McGill Ltd),15642021
56581,prodcode,Alfentanil 5mg/5ml buccal spray,15595021
56584,prodcode,Arcoxia 60mg tablets (Lexon (UK) Ltd),10596020
56651,prodcode,Piroxicam 0.5% gel (Sigma Pharmaceuticals Plc),08555020
56665,prodcode,Oxylan 10mg modified-release tablets (Chanelle Medical UK Ltd),43838020
56670,prodcode,Fentanyl 25micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc),09325020
56671,prodcode,BuTrans 5micrograms/hour transdermal patches (Waymade Healthcare Plc),46903020
56762,prodcode,Naproxen 100mg/5ml oral suspension,31715020
56788,prodcode,Morphine sulfate 10mg/5ml oral solution (A A H Pharmaceuticals Ltd),04351020
56817,prodcode,Codeine 15mg tablets (Almus Pharmaceuticals Ltd),04402020
56877,prodcode,Coldrex Tablet (GlaxoSmithKline UK Ltd),73461020
56898,prodcode,Rhumalgan SR 75mg capsules (Actavis UK Ltd),15708021
56925,prodcode,Naproxen 250mg tablets (Actavis UK Ltd),57064020
56945,prodcode,Paracetamol 500mg soluble tablets (Waymade Healthcare Plc),47321020
57006,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),08075020
57007,prodcode,Mefenamic acid 250mg capsules (Essential Generics Ltd),76223020
57027,prodcode,Pethidine 50mg tablets (A A H Pharmaceuticals Ltd),04480020
57033,prodcode,Oxylan 10mg modified-release tablets (Actavis UK Ltd),15665021
57045,prodcode,Voltarol 50mg dispersible tablets (Waymade Healthcare Plc),08084020
57052,prodcode,Oxylan 20mg modified-release tablets (Actavis UK Ltd),15666021
57097,prodcode,Co-codamol 30mg/500mg capsules (Alliance Healthcare (Distribution) Ltd),04335020
57112,prodcode,Ibuprofen 400mg tablets (Alliance Healthcare (Distribution) Ltd),08146020
57162,prodcode,Diclofenac 50mg dispersible tablets sugar free (DE Pharmaceuticals),08093020
57197,prodcode,Co-dydramol 10mg/500mg tablets (Waymade Healthcare Plc),14517021
57297,prodcode,Mefenamic acid 500mg tablets (Alliance Healthcare (Distribution) Ltd),08234020
57353,prodcode,Co-codamol 30mg/500mg caplets (DE Pharmaceuticals),16704021
57370,prodcode,Meloxicam 15mg orodispersible tablets sugar free,17125021
57381,prodcode,Codeine 60mg tablets (Teva UK Ltd),53535020
57433,prodcode,Boots Paracetamol Extra tablets (The Boots Company Plc),09672020
57465,prodcode,Co-codamol 8mg/500mg caplets (DE Pharmaceuticals),16702021
57475,prodcode,Meloxicam 7.5mg orodispersible tablets sugar free,17127021
57487,prodcode,Codeine 30mg tablets (Waymade Healthcare Plc),47335020
57523,prodcode,Feldene 0.5% gel (Dowelhurst Ltd),08552020
57623,prodcode,Morphine sulfate 15mg/1ml solution for injection ampoules (UCB Pharma Ltd),73089020
57650,prodcode,Paracetamol 500mg capsules (Sigma Pharmaceuticals Plc),04248020
57750,prodcode,Morphine sulfate 15mg/1ml solution for injection ampoules (Wockhardt UK Ltd),51513020
57752,prodcode,Codeine 10mg/5ml oral solution,19573020
57839,prodcode,Co-codamol 15mg/500mg tablets (Waymade Healthcare Plc),14608021
57865,prodcode,Co-codamol 30mg/500mg caplets (Actavis UK Ltd),17206021
57900,prodcode,Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd),17205021
57929,prodcode,Co-codamol 8mg/500mg capsules (Waymade Healthcare Plc),47329020
57943,prodcode,Valket 200 Retard capsules (Tillomed Laboratories Ltd),98801020
58039,prodcode,Oxycodone 5mg/5ml oral solution,94116020
58048,prodcode,Diclofenac sodium 50mg gastro-resistant tablets (Waymade Healthcare Plc),47557020
58071,prodcode,Voltarol Rapid 50mg tablets (Waymade Healthcare Plc),08371020
58114,prodcode,Lynlor 20mg capsules (Actavis UK Ltd),16716021
58129,prodcode,Zeridame SR 100mg tablets (Actavis UK Ltd),94309020
58190,prodcode,Pethidine 50mg/5ml solution for injection ampoules (A A H Pharmaceuticals Ltd),09361020
58213,prodcode,Naproxen 500mg tablets (Milpharm Ltd),08257020
58217,prodcode,Lynlor 5mg capsules (Actavis UK Ltd),16714021
58221,prodcode,Naproxen 250mg gastro-resistant tablets (Actavis UK Ltd),61528020
58279,prodcode,Diamorphine 10mg tablets (A A H Pharmaceuticals Ltd),04420020
58288,prodcode,Co-codamol 30mg/500mg capsules (DE Pharmaceuticals),16709021
58290,prodcode,Morphine sulfate 10mg suppositories (Martindale Pharmaceuticals Ltd),04346020
58298,prodcode,Piroxicam 0.5% gel (Kent Pharmaceuticals Ltd),08548020
58316,prodcode,Tramadol 50mg modified-release capsules (DE Pharmaceuticals),15654021
58415,prodcode,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets (A A H Pharmaceuticals Ltd),16784021
58493,prodcode,Oxylan 20mg modified-release tablets (Chanelle Medical UK Ltd),43839020
58499,prodcode,Diamorphine 3mg/5ml oral solution,29879020
58501,prodcode,Co-codamol 30mg/500mg caplets (AM Distributions (Yorkshire) Ltd),17422021
58523,prodcode,Indometacin 50mg capsules (Almus Pharmaceuticals Ltd),72599020
58526,prodcode,Paracetamol 500mg caplets (AM Distributions (Yorkshire) Ltd),17421021
58572,prodcode,Diclofenac potassium 25mg tablets (A A H Pharmaceuticals Ltd),08370020
58582,prodcode,Paracetamol 500mg tablets (Teva UK Ltd),04203020
58636,prodcode,Co-codamol 8mg/500mg effervescent tablets (Teva UK Ltd),69515020
58652,prodcode,Ibuprofen 600mg tablets (Sigma Pharmaceuticals Plc),08163020
58708,prodcode,Naproxen 500mg gastro-resistant tablets (Ranbaxy (UK) Ltd),08268020
58710,prodcode,Morphine sulfate 1mg/1ml solution for injection ampoules,16243021
58737,prodcode,Pethidine 50mg tablets (Alliance Healthcare (Distribution) Ltd),04481020
58743,prodcode,Paracetamol 500mg tablets (Accord Healthcare Ltd),20197021
58766,prodcode,BuTrans 10micrograms/hour transdermal patches (Waymade Healthcare Plc),46905020
58836,prodcode,Morphine sulfate 5mg/1ml solution for injection ampoules,31906020
58842,prodcode,Misofen 75mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd),16444021
58848,prodcode,Dypracet 30mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd),41380020
58853,prodcode,Lynlor 10mg capsules (Actavis UK Ltd),16715021
58855,prodcode,Co-codamol 30mg/500mg capsules (Waymade Healthcare Plc),47330020
58879,prodcode,Morphine hydrochloride 10mg/5ml oral solution,31026020
59057,prodcode,Fentanyl 400microgram buccal films sugar free,20689021
59067,prodcode,Ibuprofen 200mg capsules (AM Distributions (Yorkshire) Ltd),17816021
59131,prodcode,Co-codamol 8mg/500mg capsules (Bayer Plc),04324020
59146,prodcode,BuTrans 20micrograms/hour transdermal patches (Waymade Healthcare Plc),46904020
59203,prodcode,Brufen 100mg/5ml syrup (Sigma Pharmaceuticals Plc),08188020
59246,prodcode,Naproxen 500mg tablets (Accord Healthcare Ltd),08255020
59289,prodcode,Diclofenac sodium 100mg modified-release tablets (AM Distributions (Yorkshire) Ltd),15710021
59392,prodcode,Hapoctasin 70micrograms/hour transdermal patches (Actavis UK Ltd),20297021
59442,prodcode,Co-codamol 30mg/500mg caplets (Phoenix Healthcare Distribution Ltd),21373021
59443,prodcode,Fentanyl 200microgram buccal films sugar free,20687021
59473,prodcode,Hapoctasin 52.5micrograms/hour transdermal patches (Actavis UK Ltd),20296021
59479,prodcode,Co-codamol 30mg/500mg capsules (Actavis UK Ltd),04337020
59482,prodcode,Fentanyl 37.5microgram/hour transdermal patches,21649021
59490,prodcode,Mezolar Matrix 37.5microgram/hour transdermal patches (Sandoz Ltd),21650021
59502,prodcode,"Nurofen for Children Cold, Pain and Fever Strawberry Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",21430021
59553,prodcode,Ibuprofen 200mg tablets (Alliance Healthcare (Distribution) Ltd),08133020
59562,prodcode,Ibuprofen 600mg tablets (Boston Healthcare Ltd),08162020
59584,prodcode,Morphine sulfate 10mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),04352020
59595,prodcode,Diclofenac 50mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc),08087020
59599,prodcode,Paracetamol 500mg tablets (Wockhardt UK Ltd),77700020
59618,prodcode,Transtec 35micrograms/hour transdermal patches (Mawdsley-Brooks & Company Ltd),13267020
59705,prodcode,Co-codamol 8mg/500mg capsules (DE Pharmaceuticals),16707021
59773,prodcode,Paracetamol 500mg/5ml oral solution sugar free,22994021
59865,prodcode,Shortec 10mg capsules (Qdem Pharmaceuticals Ltd),21787021
59878,prodcode,Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),08260020
59880,prodcode,Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc),20255021
59978,prodcode,Dihydrocodeine 30mg tablets (Waymade Healthcare Plc),47337020
59986,prodcode,Co-codamol 30mg/500mg tablets (M & A Pharmachem Ltd),21777021
59989,prodcode,Dihydrocodeine 30mg tablets (Ranbaxy (UK) Ltd),60123020
60035,prodcode,Ibuprofen 200mg tablets film coated (Actavis UK Ltd),69002020
60082,prodcode,Morphine sulfate 5mg/10ml solution for injection ampoules,31904020
60115,prodcode,Naproxen 250mg tablets (Alliance Healthcare (Distribution) Ltd),08241020
60121,prodcode,Tramadol 50mg modified-release capsules (Waymade Healthcare Plc),20201021
60146,prodcode,Shortec 5mg capsules (Qdem Pharmaceuticals Ltd),21786021
60158,prodcode,Shortec 20mg capsules (Qdem Pharmaceuticals Ltd),21788021
60170,prodcode,Hapoctasin 35micrograms/hour transdermal patches (Actavis UK Ltd),20295021
60196,prodcode,Oxylan 40mg modified-release tablets (Chanelle Medical UK Ltd),43840020
60368,prodcode,Diclofenac 10mg/5ml oral solution,19739020
60378,prodcode,"Flu Strength Hot Lemon Powders 1g oral powder sachets (Bell,Sons & Co (Druggists) Ltd)",14172020
60408,prodcode,Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc),47565020
60442,prodcode,Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd),04206020
60443,prodcode,Diclofenac sodium 75mg modified-release capsules (DE Pharmaceuticals),21834021
60477,prodcode,Fentanyl 25micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd),71714020
60489,prodcode,Codeine 30mg suppositories,41724020
60507,prodcode,Morphine 0.1% in Intrasite gel,20090021
60510,prodcode,"Nurofen for Children Cold, Pain and Fever Orange Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",21431021
60517,prodcode,Co-codamol 30mg/500mg effervescent tablets (Almus Pharmaceuticals Ltd),75431020
60518,prodcode,Morphine sulfate 500micrograms/5ml oral solution,31702020
60543,prodcode,Pregabalin 75mg/5ml oral solution,35334020
60640,prodcode,Codeine 15mg tablets (Waymade Healthcare Plc),47334020
60666,prodcode,Diclofenac sodium 75mg modified-release capsules (Actavis UK Ltd),25523021
60705,prodcode,Meloxicam 15mg tablets (Niche Generics Ltd),73358020
60721,prodcode,Diamorphine 5mg powder for solution for injection ampoules (Accord Healthcare Ltd),04423020
60751,prodcode,Tilodol SR 200mg tablets (Sandoz Ltd),46795020
60759,prodcode,Tapentadol 20mg/ml oral solution sugar free,24114021
60766,prodcode,Fentanyl 25micrograms/hour transdermal patches (Waymade Healthcare Plc),20266021
60772,prodcode,Indometacin 25mg/5ml oral solution,20162020
60786,prodcode,Voltarol 50mg dispersible tablets (Sigma Pharmaceuticals Plc),08088020
60812,prodcode,Paracetamol 500mg caplets (Ethigen Ltd),23713021
60883,prodcode,Generic Balmosa cream,11462020
60916,prodcode,Indometacin 75mg modified-release capsules (Kent Pharmaceuticals Ltd),08210020
60930,prodcode,Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd),08191020
60943,prodcode,Transtec 35micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc),13266020
60950,prodcode,Morphine sulfate 5mg/5ml oral solution,31053020
60958,prodcode,Codeine 15mg tablets (DE Pharmaceuticals),21375021
61086,prodcode,Opiodur 12micrograms/hour transdermal patches (Pfizer Ltd),20344021
61091,prodcode,Codeine 60mg tablets (Waymade Healthcare Plc),47336020
61124,prodcode,Paracetamol 500mg caplets (Bristol Laboratories Ltd),23714021
61156,prodcode,Fentanyl 12micrograms/hour transdermal patches (Waymade Healthcare Plc),20345021
61235,prodcode,Meloxicam 7.5mg tablets (Sigma Pharmaceuticals Plc),08345020
61241,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials (Alliance Healthcare (Distribution) Ltd),28067020
61272,prodcode,Tramadol 50mg capsules (Phoenix Healthcare Distribution Ltd),04492020
61305,prodcode,Mylafent 75micrograms/hour transdermal patches (Mylan),25534021
61314,prodcode,Piroxicam 0.5% gel (Waymade Healthcare Plc),47583020
61372,prodcode,Co-dydramol 10mg/500mg tablets (Kent Pharmaceuticals Ltd),04300020
61400,prodcode,Morphine sulfate 30mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),09357020
61406,prodcode,Paracetamol 80mg suppositories,26706021
61423,prodcode,Morphine 30mg modified-release tablets (Sigma Pharmaceuticals Plc),04580020
61469,prodcode,Fenbufen 300mg capsules (A A H Pharmaceuticals Ltd),53556020
61485,prodcode,Paracetamol 120mg/5ml oral solution paediatric sugar free (Alliance Healthcare (Distribution) Ltd),04254020
61506,prodcode,Morphine sulfate 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd),63148020
61522,prodcode,Paracetamol 500mg caplets (Numark Ltd),26746021
61581,prodcode,Mefenamic acid 500mg tablets (Essential Generics Ltd),76226020
61584,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials (Torbay Pharmaceuticals),72627020
61596,prodcode,Diclofenac sodium 75mg modified-release capsules (Phoenix Healthcare Distribution Ltd),21425021
61610,prodcode,Tramadol 50mg capsules (Morningside Healthcare Ltd),23065021
61647,prodcode,Co-codamol 15mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),38870020
61695,prodcode,Naproxen 500mg tablets (Alliance Healthcare (Distribution) Ltd),08250020
61698,prodcode,Co-dydramol 10mg/500mg/5ml oral solution,91554020
61708,prodcode,Recivit 267microgram sublingual tablets (Grunenthal Ltd),24153021
61715,prodcode,Piroxicam 0.5% gel (Phoenix Healthcare Distribution Ltd),08559020
61744,prodcode,Morphine sulfate 100mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd),40104020
61762,prodcode,Diclofenac 10mg/5ml oral suspension,19741020
61764,prodcode,Palexia 20mg/ml oral solution (Grunenthal Ltd),24115021
61775,prodcode,Tramadol 50mg capsules (Sigma Pharmaceuticals Plc),04489020
61779,prodcode,Reltebon 40mg modified-release tablets (Actavis UK Ltd),25491021
61836,prodcode,Reltebon 20mg modified-release tablets (Actavis UK Ltd),25488021
61878,prodcode,Nurofen Express Period Pain 200mg capsules (Reckitt Benckiser Healthcare (UK) Ltd),45498020
61918,prodcode,Morphine sulfate 20mg/2ml solution for injection ampoules,31894020
61926,prodcode,Nitrous oxide 50% / Oxygen 50%,35747020
61935,prodcode,Reltebon 10mg modified-release tablets (Actavis UK Ltd),25485021
61936,prodcode,Reltebon 5mg modified-release tablets (Actavis UK Ltd),25552021
61942,prodcode,Morphine sulfate 2.5mg/5ml solution for injection ampoules,31892020
61953,prodcode,Ibuprofen 200mg caplets (Wockhardt UK Ltd),29732021
61963,prodcode,Paracetamol 500mg caplets (Ennogen Healthcare Ltd),29688021
62088,prodcode,Paracetamol 500mg caplets (Icarus Pharmaceuticals Ltd),27273021
62169,prodcode,Co-codamol 8mg/500mg tablets (Vantage),65245020
