Condition,ICD10code,ICD10codeDescr
Seborrheic dermatitis,L21.8,Other seborrhoeic dermatitis
Seborrheic dermatitis,L21.9,Seborrhoeic dermatitis, unspecified
Seborrheic dermatitis,L73.9,Follicular disorder, unspecified
Secondary malignancy and metastasis,C77,Secondary and unspecified malignant neoplasm of lymph nodes
Secondary malignancy and metastasis,C77.1,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes
Secondary malignancy and metastasis,C77.9,Secondary and unspecified malignant neoplasm: Lymph node, unspecified
Secondary malignancy and metastasis,C78.0,Secondary malignant neoplasm of lung
Secondary malignancy and metastasis,C78.1,Secondary malignant neoplasm of mediastinum
Secondary malignancy and metastasis,C78.2,Secondary malignant neoplasm of pleura
Secondary malignancy and metastasis,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs
Secondary malignancy and metastasis,C78.4,Secondary malignant neoplasm of small intestine
Secondary malignancy and metastasis,C78.5,Secondary malignant neoplasm of large intestine and rectum
Secondary malignancy and metastasis,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum
Secondary malignancy and metastasis,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct
Secondary malignancy and metastasis,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs
Secondary malignancy and metastasis,C79.0,Secondary malignant neoplasm of kidney and renal pelvis
Secondary malignancy and metastasis,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs
Secondary malignancy and metastasis,C79.2,Secondary malignant neoplasm of skin
Secondary malignancy and metastasis,C79.3,Secondary malignant neoplasm of brain and cerebral meninges
Secondary malignancy and metastasis,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system
Secondary malignancy and metastasis,C79.5,Secondary malignant neoplasm of bone and bone marrow
Secondary malignancy and metastasis,C79.6,Secondary malignant neoplasm of ovary
Secondary malignancy and metastasis,C79.7,Secondary malignant neoplasm of adrenal gland
Secondary malignancy and metastasis,C79.8,Secondary malignant neoplasm of other specified sites
Secondary malignancy and metastasis,C79.9,Secondary malignant neoplasm
Secondary malignancy and metastasis,C79.9,Secondary malignant neoplasm, unspecified site
Secondary polycythaemia,D75.1,Secondary polycythaemia
Sick sinus syndrome,I49.5,Sick sinus syndrome
Sickle-cell anaemia,D57.0,Sickle-cell anaemia with crisis
Sickle-cell anaemia,D57.1,Sickle-cell anaemia without crisis
Sickle-cell anaemia,D57.2,Double heterozygous sickling disorders
Sickle-cell anaemia,D57.8,Other sickle-cell disorders
Sjogren's disease,M35.0,Sicca syndrome [Sj??gren]
Sleep apnoea,G47.3,Sleep apnoea
Somatoform and dissociative disorders,F06.5,Organic dissociative disorder
Somatoform and dissociative disorders,F44,Dissociative [conversion] disorders
Somatoform and dissociative disorders,F44,Dissociative [conversion] disorders
Somatoform and dissociative disorders,F44.0,Dissociative amnesia
Somatoform and dissociative disorders,F44.0,Dissociative amnesia
Somatoform and dissociative disorders,F44.1,Dissociative fugue
Somatoform and dissociative disorders,F44.1,Dissociative fugue
Somatoform and dissociative disorders,F44.2,Dissociative stupor
Somatoform and dissociative disorders,F44.2,Dissociative stupor
Somatoform and dissociative disorders,F44.3,Trance and possession disorders
Somatoform and dissociative disorders,F44.4,Dissociative motor disorders
Somatoform and dissociative disorders,F44.4,Dissociative motor disorders
Somatoform and dissociative disorders,F44.5,Dissociative convulsions
Somatoform and dissociative disorders,F44.5,Dissociative convulsions
Somatoform and dissociative disorders,F44.6,Dissociative anaesthesia and sensory loss
Somatoform and dissociative disorders,F44.6,Dissociative anaesthesia and sensory loss
Somatoform and dissociative disorders,F44.7,Mixed dissociative [conversion] disorders
Somatoform and dissociative disorders,F44.7,Mixed dissociative [conversion] disorders
Somatoform and dissociative disorders,F44.8,Other dissociative [conversion] disorders
Somatoform and dissociative disorders,F44.8,Other dissociative [conversion] disorders
Somatoform and dissociative disorders,F44.9,Dissociative [conversion] disorder, unspecified
Somatoform and dissociative disorders,F44.9,Dissociative [conversion] disorder, unspecified
Somatoform and dissociative disorders,F45,Somatoform disorders
Somatoform and dissociative disorders,F45,Somatoform disorders
Somatoform and dissociative disorders,F45.0,Somatization disorder
Somatoform and dissociative disorders,F45.0,Somatization disorder
Somatoform and dissociative disorders,F45.1,Undifferentiated somatoform disorder
Somatoform and dissociative disorders,F45.1,Undifferentiated somatoform disorder
Somatoform and dissociative disorders,F45.2,Hypochondriacal disorder
Somatoform and dissociative disorders,F45.2,Hypochondriacal disorder
Somatoform and dissociative disorders,F45.3,Somatoform autonomic dysfunction
Somatoform and dissociative disorders,F45.3,Somatoform autonomic dysfunction
Somatoform and dissociative disorders,F45.4,Persistent somatoform pain disorder
Somatoform and dissociative disorders,F45.4,Persistent somatoform pain disorder
Somatoform and dissociative disorders,F45.8,Other somatoform disorders
Somatoform and dissociative disorders,F45.8,Other somatoform disorders
Somatoform and dissociative disorders,F45.9,Somatoform disorder, unspecified
Somatoform and dissociative disorders,F45.9,Somatoform disorder, unspecified
Somatoform and dissociative disorders,F48,Other neurotic disorders
Somatoform and dissociative disorders,F48.0,Neurasthenia
Somatoform and dissociative disorders,F48.0,Neurasthenia
Somatoform and dissociative disorders,F48.8,Other specified neurotic disorders
Somatoform and dissociative disorders,F50.5,Vomiting associated with other psychological disturbances
Somatoform and dissociative disorders,F52.5,Nonorganic vaginismus
Somatoform and dissociative disorders,F52.6,Nonorganic dyspareunia
Somatoform and dissociative disorders,F68.1,Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]
Somatoform and dissociative disorders,F68.1,Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]
Somatoform and dissociative disorders,M99.0,Segmental and somatic dysfunction
Spina bifida,Q05,Spina bifida
Spina bifida,Q05.0,Cervical spina bifida with hydrocephalus
Spina bifida,Q05.1,Thoracic spina bifida with hydrocephalus
Spina bifida,Q05.2,Lumbar spina bifida with hydrocephalus
Spina bifida,Q05.3,Sacral spina bifida with hydrocephalus
Spina bifida,Q05.4,Unspecified spina bifida with hydrocephalus
Spina bifida,Q05.5,Cervical spina bifida without hydrocephalus
Spina bifida,Q05.6,Thoracic spina bifida without hydrocephalus
Spina bifida,Q05.7,Lumbar spina bifida without hydrocephalus
Spina bifida,Q05.8,Sacral spina bifida without hydrocephalus
Spina bifida,Q05.9,Spina bifida, unspecified
Spina bifida,Q07.0,Arnold-Chiari syndrome
Spina bifida,Q76.0,Spina bifida occulta
Spinal stenosis,M48.0,Spinal stenosis
Spondylolisthesis,M43.1,Spondylolisthesis
Spondylosis,M47,Spondylosis
Spondylosis,M47.1,Other spondylosis with myelopathy
Spondylosis,M47.2,Other spondylosis with radiculopathy
Spondylosis,M47.8,Other spondylosis
Spondylosis,M47.9,Spondylosis
Spondylosis,M47.9,Spondylosis, unspecified
Subarachnoid haemorrhage,I60,Subarachnoid haemorrhage
Subarachnoid haemorrhage,I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation
Subarachnoid haemorrhage,I60.1,Subarachnoid haemorrhage from middle cerebral artery
Subarachnoid haemorrhage,I60.2,Subarachnoid haemorrhage from anterior communicating artery
Subarachnoid haemorrhage,I60.3,Subarachnoid haemorrhage from posterior communicating artery
Subarachnoid haemorrhage,I60.4,Subarachnoid haemorrhage from basilar artery
Subarachnoid haemorrhage,I60.5,Subarachnoid haemorrhage from vertebral artery
Subarachnoid haemorrhage,I60.6,Subarachnoid haemorrhage from other intracranial arteries
Subarachnoid haemorrhage,I60.7,Subarachnoid haemorrhage from intracranial artery, unspecified
Subarachnoid haemorrhage,I60.8,Other subarachnoid haemorrhage
Subarachnoid haemorrhage,I60.9,Subarachnoid haemorrhage, unspecified
Subarachnoid haemorrhage,I69.0,Sequelae of subarachnoid haemorrhage
Subarachnoid haemorrhage,S06.6,Traumatic subarachnoid haemorrhage
Subdural haematoma,I62.0,Subdural haemorrhage (acute)(nontraumatic)
Subdural haematoma,S06.5,Traumatic subdural haemorrhage
Supraventricular tachycardia,I45.6,Pre-excitation syndrome
Supraventricular tachycardia,I47.1,Supraventricular tachycardia
Systemic sclerosis,M34,Systemic sclerosis
Systemic sclerosis,M34.0,Progressive systemic sclerosis
Systemic sclerosis,M34.1,CR(E)ST syndrome
Systemic sclerosis,M34.2,Systemic sclerosis induced by drugs and chemicals
Systemic sclerosis,M34.8,Other forms of systemic sclerosis
Systemic sclerosis,M34.9,Systemic sclerosis, unspecified
Thalassaemia,D56.0,Alpha thalassaemia
Thalassaemia,D56.1,Beta thalassaemia
Thalassaemia,D56.2,Delta-beta thalassaemia
Thalassaemia,D56.8,Other thalassaemias
Thalassaemia,D56.9,Thalassaemia
Thalassaemia,D56.9,Thalassaemia, unspecified
Thalassaemia,D57.2,Double heterozygous sickling disorders
Thrombocytopenia - primary, secondary and other,D69.3,Idiopathic thrombocytopenic purpura
Thrombocytopenia - primary, secondary and other,D69.4,Other primary thrombocytopenia
Thrombocytopenia - primary, secondary and other,D69.5,Secondary thrombocytopenia
Thrombocytopenia - primary, secondary and other,D69.6,Thrombocytopenia
Thrombocytopenia - primary, secondary and other,D69.6,Thrombocytopenia, unspecified
Thrombocytopenia - primary, secondary and other,D82.0,Wiskott-Aldrich syndrome
Thrombocytopenia - primary, secondary and other,M31.1,Thrombotic microangiopathy
Thrombophilia,D68.2,Hereditary deficiency of other clotting factors
Thrombophilia,D68.5,Primary Thrombophilia
Thrombophilia,D68.6,Other Thrombophilia
Thrombophilia,D68.8,Other specified coagulation defects
Thyroid disease,E00.9,Congenital iodine-deficiency syndrome, unspecified
Thyroid disease,E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions
Thyroid disease,E02,Subclinical iodine-deficiency hypothyroidism
Thyroid disease,E03.0,Congenital hypothyroidism with diffuse goitre
Thyroid disease,E03.1,Congenital hypothyroidism without goitre
Thyroid disease,E03.2,Hypothyroidism due to medicaments and other exogenous substances
Thyroid disease,E03.3,Postinfectious hypothyroidism
Thyroid disease,E03.4,Atrophy of thyroid (acquired)
Thyroid disease,E03.5,Myxoedema coma
Thyroid disease,E03.8,Other specified hypothyroidism
Thyroid disease,E03.9,Hypothyroidism unspecified
Thyroid disease,E03.9,Hypothyroidism, unspecified
Thyroid disease,E04.0,Nontoxic diffuse goitre
Thyroid disease,E05,Thyrotoxicosis [hyperthyroidism]
Thyroid disease,E05.0,Thyrotoxicosis with diffuse goitre
Thyroid disease,E05.1,Thyrotoxicosis with toxic single thyroid nodule
Thyroid disease,E05.2,Thyrotoxicosis with toxic multinodular goitre
Thyroid disease,E05.3,Thyrotoxicosis from ectopic thyroid tissue
Thyroid disease,E05.5,Thyroid crisis or storm
Thyroid disease,E05.8,Other thyrotoxicosis
Thyroid disease,E05.9,Thyrotoxicosis unspecified
Thyroid disease,E05.9,Thyrotoxicosis, unspecified
Thyroid disease,E06.1,Subacute thyroiditis
Thyroid disease,E06.2,Chronic thyroiditis with transient thyrotoxicosis
Thyroid disease,E06.3,Autoimmune thyroiditis
Thyroid disease,E06.5,Other chronic thyroiditis
Thyroid disease,E06.9,Thyroiditis unspecified
Thyroid disease,E06.9,Thyroiditis, unspecified
Thyroid disease,E07.1,Dyshormogenetic goitre
Thyroid disease,E07.8,Other specified disorders of thyroid
Thyroid disease,E89.0,Postprocedural hypothyroidism
Thyroid disease,H06.2,Dysthyroid exophthalmos
Thyroid disease,O90.5,Postpartum thyroiditis
Tinnitus,H93.1,Tinnitus
Trigeminal neuralgia,G50.0,Trigeminal neuralgia
Tuberculosis,A15,Respiratory tuberculosis
Tuberculosis,A15.1,Tuberculosis of lung, confirmed by culture only
Tuberculosis,A15.2,Tuberculosis of lung, confirmed histologically
Tuberculosis,A15.3,Tuberculosis of lung, confirmed by unspecified means
Tuberculosis,A16,Respiratory tuberculosis
Tuberculosis,A16.2,Tuberculosis of lung, without mention of bacteriological or histological confirmation
Tuberculosis,A16.3,Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation
Tuberculosis,A16.4,Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation
Tuberculosis,A16.5,Tuberculous pleurisy, without mention of bacteriological or histological confirmation
Tuberculosis,A16.7,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation
Tuberculosis,A16.8,Other respiratory tuberculosis, without mention of bacteriological or histological confirmation
Tuberculosis,A16.9,Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation
Tuberculosis,A17,Tuberculosis of nervous system
Tuberculosis,A18,Tuberculosis of other organs
Tuberculosis,A18.1,Tuberculosis of genitourinary system
Tuberculosis,A18.2,Tuberculous peripheral lymphadenopathy
Tuberculosis,A18.3,Tuberculosis of intestines, peritoneum and mesenteric glands
Tuberculosis,A18.4,Tuberculosis of skin and subcutaneous tissue
Tuberculosis,A18.5,Tuberculosis of eye
Tuberculosis,A18.6,Tuberculosis of ear
Tuberculosis,A18.8,Tuberculosis of other specified organs
Tuberculosis,A19,Miliary tuberculosis
Tuberculosis,A19.0,Acute miliary tuberculosis of a single specified site
Tuberculosis,A19.1,Acute miliary tuberculosis of multiple sites
Tuberculosis,A19.2,Acute miliary tuberculosis, unspecified
Tuberculosis,A19.8,Other miliary tuberculosis
Tuberculosis,A19.9,Miliary tuberculosis, unspecified
Tuberculosis,B20.0,HIV disease resulting in mycobacterial infection
Tuberculosis,B90,Sequelae of tuberculosis
Tuberculosis,B90.0,Sequelae of central nervous system tuberculosis
Tuberculosis,B90.1,Sequelae of genitourinary tuberculosis
Tuberculosis,B90.2,Sequelae of tuberculosis of bones and joints
Tuberculosis,B90.8,Sequelae of tuberculosis of other organs
Tuberculosis,B90.9,Sequelae of respiratory and unspecified tuberculosis
Tuberculosis,J65,Pneumoconiosis associated with tuberculosis
Tuberculosis,K23.0,Tuberculous oesophagitis
Tuberculosis,K67.3,Tuberculous peritonitis
Tuberculosis,K93.0,Tuberculous disorders of intestines
Tuberculosis,M01.1,Tuberculous arthritis
Tuberculosis,M49.0,Tuberculosis of spine
Tuberculosis,M90.0,Tuberculosis of bone
Tuberculosis,N33.0,Tuberculous cystitis
Tuberculosis,N74.0,Tuberculous infection of cervix uteri
Tuberculosis,N74.1,Female tuberculous pelvic inflammatory disease
Tuberculosis,P37.0,Congenital tuberculosis
Tuberculosis,Z86.1,Personal history of infectious and parasitic diseases
Ulcerative colitis,K51,Ulcerative colitis
Ulcerative colitis,K51.0,Ulcerative (chronic) pancolitis
Ulcerative colitis,K51.2,Ulcerative (chronic) proctitis
Ulcerative colitis,K51.3,Ulcerative (chronic) rectosigmoiditis
Ulcerative colitis,K51.8,Other ulcerative colitis
Ulcerative colitis,K51.9,Ulcerative colitis, unspecified
Urinary Incontinence,N39.3,Stress incontinence
Urinary Incontinence,N39.4,Other specified urinary incontinence
Urinary Incontinence,R32,Unspecified urinary incontinence
Urolithiasis,N13.2,Hydronephrosis with renal and ureteral calculous obstruction
Urolithiasis,N20.0,Calculus of kidney
Urolithiasis,N20.1,Calculus of ureter
Urolithiasis,N20.2,Calculus of kidney with calculus of ureter
Urolithiasis,N20.9,Urinary calculus
Urolithiasis,N20.9,Urinary calculus, unspecified
Urolithiasis,N21.0,Calculus in bladder
Urolithiasis,N21.1,Calculus in urethra
Urolithiasis,N21.8,Other lower urinary tract calculus
Urolithiasis,N21.9,Calculus of lower urinary tract
Urolithiasis,N21.9,Calculus of lower urinary tract, unspecified
Urolithiasis,N22.8,Calculus of urinary tract in other diseases classified elsewhere
Urolithiasis,N23,Unspecified renal colic
Urticaria,L50,Urticaria
Urticaria,L50.0,Allergic urticaria
Urticaria,L50.1,Idiopathic urticaria
Urticaria,L50.2,Urticaria due to cold and heat
Urticaria,L50.3,Dermatographic urticaria
Urticaria,L50.4,Vibratory urticaria
Urticaria,L50.5,Cholinergic urticaria
Urticaria,L50.6,Contact urticaria
Urticaria,L50.8,Other urticaria
Urticaria,L50.9,Urticaria, unspecified
Urticaria,L56.3,Solar urticaria
Urticaria,Q82.2,Mastocytosis
