Condition,ReadCode,MedCodeId,ReadTerm
Primary Malignancy_Other,ByuC000,292158011,[X]Malignant neoplasm of other specified sites
Primary Malignancy_Other,ByuC100,396571000006111,Overlapping malignant neoplasm of ill-defined site
Primary Malignancy_Other,ByuC600,359281000006113,Secondary malignant neoplasm of nervous system
Primary Malignancy_Other,ByuC800,292166019,[X]Malignant neoplasm without specification of site
Primary Malignancy_Other,ByuD400,292175017,Malignant immunoproliferative disease (clinical)
Primary Malignancy_Other,ByuDA00,405081000006118,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
Primary Malignancy_Other,ByuDB00,396101000006112,Malignant tumour of lymphoid haemopoietic and related tissue
Primary Malignancy_Other,ByuE.00,396631000006112,[X]Malignant neoplasms/independent (primary) multiple sites
Primary Malignancy_Other,ByuE000,396641000006119,[X]Malignant neoplasms/independent(primary)multiple sites
Primary Malignancy_Other,C37y000,815441000006111,Hand - Schuller - Christian disease
Primary Malignancy_Other,C37y500,824251000006116,"Histiocytosis X , chronic"
Primary Malignancy_Other,C37y600,293617011,"Histiocytosis X , unspecified"
Primary Malignancy_Other,ZV10000,344761000006113,[V]Personal history of malignant neoplasm of gastrointestinal tract
Primary Malignancy_Other,ZV10012,344771000006118,[V]Personal history of malig neop of gastrointestinal tract
Primary Malignancy_Other Skin and subcutaneous tissue,7G03K00,651081000006111,Excision of malignant skin tumour
Primary Malignancy_Other Skin and subcutaneous tissue,7G05600,598801000000114,Excision biopsy of rodent ulcer
Primary Malignancy_Other Skin and subcutaneous tissue,7G05D00,598561000000110,Excision biopsy of basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,B33..00,403700013,Malignant neoplasm of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B33..11,215751000000116,Basal cell carcinoma of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B33..13,379315011,Rodent ulcer
Primary Malignancy_Other Skin and subcutaneous tissue,B33..14,289066018,Malignant neoplasm of sebaceous gland
Primary Malignancy_Other Skin and subcutaneous tissue,B33..15,721091000006119,Malignant neoplasm of sweat gland
Primary Malignancy_Other Skin and subcutaneous tissue,B33..16,411225019,Epithelioma basal cell
Primary Malignancy_Other Skin and subcutaneous tissue,B330.00,155542017,Malignant neoplasm of skin of lip
Primary Malignancy_Other Skin and subcutaneous tissue,B331.00,726261000006112,Malignant tumour of eyelid
Primary Malignancy_Other Skin and subcutaneous tissue,B331000,454201010,Malignant neoplasm of canthus
Primary Malignancy_Other Skin and subcutaneous tissue,B331100,457110018,Malignant neoplasm of upper eyelid
Primary Malignancy_Other Skin and subcutaneous tissue,B331200,457111019,Malignant neoplasm of lower eyelid
Primary Malignancy_Other Skin and subcutaneous tissue,B332.00,720511000006113,Malignant neoplasm of skin of ear and external auricular canal
Primary Malignancy_Other Skin and subcutaneous tissue,B332000,289079010,Malignant neoplasm of skin of auricle (ear)
Primary Malignancy_Other Skin and subcutaneous tissue,B332100,289080013,Malignant neoplasm of skin of external auditory meatus
Primary Malignancy_Other Skin and subcutaneous tissue,B332200,455404011,Malignant neoplasm of pinna NEC
Primary Malignancy_Other Skin and subcutaneous tissue,B332z00,729611000006115,Malig neop skin of ear and external auricular canal NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B333.00,720521000006117,Malignant neoplasm of skin of face
Primary Malignancy_Other Skin and subcutaneous tissue,B333000,289084016,"Malignant neoplasm of skin of cheek, external"
Primary Malignancy_Other Skin and subcutaneous tissue,B333100,155525011,Malignant neoplasm of skin of chin
Primary Malignancy_Other Skin and subcutaneous tissue,B333200,155529017,Malignant neoplasm of skin of eyebrow
Primary Malignancy_Other Skin and subcutaneous tissue,B333300,155536016,Malignant neoplasm of skin of forehead
Primary Malignancy_Other Skin and subcutaneous tissue,B333400,289088018,Malignant neoplasm of skin of nose (external)
Primary Malignancy_Other Skin and subcutaneous tissue,B333500,289089014,Malignant neoplasm of skin of temple
Primary Malignancy_Other Skin and subcutaneous tissue,B333z00,720531000006119,Malignant neoplasm skin other and unspec part of face NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B334.00,289091018,Malignant neoplasm of scalp and skin of neck
Primary Malignancy_Other Skin and subcutaneous tissue,B334000,289092013,Malignant neoplasm of scalp
Primary Malignancy_Other Skin and subcutaneous tissue,B334100,155545015,Malignant neoplasm of skin of neck
Primary Malignancy_Other Skin and subcutaneous tissue,B334z00,289094014,Malignant neoplasm of scalp and/or skin of neck
Primary Malignancy_Other Skin and subcutaneous tissue,B335.00,289095010,Malignant neoplasm of skin of trunk
Primary Malignancy_Other Skin and subcutaneous tissue,B335000,289096011,Malignant neoplasm of skin of axillary fold
Primary Malignancy_Other Skin and subcutaneous tissue,B335100,289097019,"Malignant neoplasm of skin of chest, excluding breast"
Primary Malignancy_Other Skin and subcutaneous tissue,B335200,155521019,Malignant neoplasm of skin of breast
Primary Malignancy_Other Skin and subcutaneous tissue,B335300,289099016,Malignant neoplasm of skin of abdominal wall
Primary Malignancy_Other Skin and subcutaneous tissue,B335400,155556015,Malignant neoplasm of skin of umbilicus
Primary Malignancy_Other Skin and subcutaneous tissue,B335500,155537013,Malignant neoplasm of skin of groin
Primary Malignancy_Other Skin and subcutaneous tissue,B335600,155547011,Malignant neoplasm of skin of perineum
Primary Malignancy_Other Skin and subcutaneous tissue,B335700,155520018,Malignant neoplasm of skin of back
Primary Malignancy_Other Skin and subcutaneous tissue,B335800,155522014,Malignant neoplasm of skin of buttock
Primary Malignancy_Other Skin and subcutaneous tissue,B335900,155458017,Malignant neoplasm of perianal skin
Primary Malignancy_Other Skin and subcutaneous tissue,B335A00,455405012,Malignant neoplasm of skin of scapular region
Primary Malignancy_Other Skin and subcutaneous tissue,B335z00,289107010,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS"
Primary Malignancy_Other Skin and subcutaneous tissue,B336.00,289108017,Malignant neoplasm of skin of upper limb and shoulder
Primary Malignancy_Other Skin and subcutaneous tissue,B336000,155550014,Malignant neoplasm of skin of shoulder
Primary Malignancy_Other Skin and subcutaneous tissue,B336100,289110015,Malignant neoplasm of skin of upper arm
Primary Malignancy_Other Skin and subcutaneous tissue,B336200,289111016,Malignant neoplasm of skin of fore-arm
Primary Malignancy_Other Skin and subcutaneous tissue,B336300,155538015,Malignant neoplasm of skin of hand
Primary Malignancy_Other Skin and subcutaneous tissue,B336400,155533012,Malignant neoplasm of skin of finger
Primary Malignancy_Other Skin and subcutaneous tissue,B336500,289114012,Malignant neoplasm of skin of thumb
Primary Malignancy_Other Skin and subcutaneous tissue,B336z00,289115013,Malignant neoplasm of skin of upper limb or shoulder NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B337.00,289116014,Malignant neoplasm of skin of lower limb and hip
Primary Malignancy_Other Skin and subcutaneous tissue,B337000,155539011,Malignant neoplasm of skin of hip
Primary Malignancy_Other Skin and subcutaneous tissue,B337100,155552018,Malignant neoplasm of skin of thigh
Primary Malignancy_Other Skin and subcutaneous tissue,B337200,155540013,Malignant neoplasm of skin of knee
Primary Malignancy_Other Skin and subcutaneous tissue,B337300,289121012,Malignant neoplasm of skin of popliteal fossa area
Primary Malignancy_Other Skin and subcutaneous tissue,B337400,289122017,Malignant neoplasm of skin of lower leg
Primary Malignancy_Other Skin and subcutaneous tissue,B337500,155517014,Malignant neoplasm of skin of ankle
Primary Malignancy_Other Skin and subcutaneous tissue,B337600,289124016,Malignant neoplasm of skin of heel
Primary Malignancy_Other Skin and subcutaneous tissue,B337700,155534018,Malignant neoplasm of skin of foot
Primary Malignancy_Other Skin and subcutaneous tissue,B337800,155553011,Malignant neoplasm of skin of toe
Primary Malignancy_Other Skin and subcutaneous tissue,B337900,289127011,Malignant neoplasm of skin of great toe
Primary Malignancy_Other Skin and subcutaneous tissue,B337z00,289128018,Malignant neoplasm of skin of lower limb or hip NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B338.00,379223011,Squamous cell carcinoma of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B339.00,413089014,Dermatofibrosarcoma protuberans
Primary Malignancy_Other Skin and subcutaneous tissue,B33X.00,720471000006115,Malignant neoplasm overlapping lesion of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B33y.00,289131017,Malignant neoplasm of other specified skin sites
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.00,289132012,Malignant neoplasm of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.11,556501000000116,Squamous cell carcinoma of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB2A.13,556511000000119,[M]Squamous cell carcinoma of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB3..00,291359010,Basal cell neoplasm
Primary Malignancy_Other Skin and subcutaneous tissue,BB30.00,305831000006117,Basal cell tumour
Primary Malignancy_Other Skin and subcutaneous tissue,BB31.00,291360017,Basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB32.00,313221000006117,[M]Multicentric basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB33.00,305801000006113,Basal cell carcinoma - morphoeic
Primary Malignancy_Other Skin and subcutaneous tissue,BB34.00,305791000006112,Fibroepithelial basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB35.00,305901000006119,Basosquamous carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB36.00,312631000006110,[M]Metatypical carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3C.00,1770481000006118,Multifocal superficial basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3D.00,1770491000006115,"Basal cell carcinoma, nodular"
Primary Malignancy_Other Skin and subcutaneous tissue,BB3E.00,1770501000006111,Basal cell carcinoma - micronodular
Primary Malignancy_Other Skin and subcutaneous tissue,BB3F.00,1770511000006114,Infiltrating basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3G.00,1770521000006118,Pigmented basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3z.00,291361018,[M]Basal cell neoplasm NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB60100,291474011,Skin appendage carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB61200,291480015,Sweat gland adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB62100,305571000006117,[M]Apocrine adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB69100,1231370012,[M]Sebaceous adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4.00,292116013,[X]Melanoma and other malignant neoplasms of skin
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4200,404801000006116,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4300,292120012,"[X]Malignant neoplasm of skin, unspecified"
Primary Malignancy_Other Skin and subcutaneous tissue,Byu5A00,292135013,Overlapping malignant neoplasm of skin
Primary Malignancy_Other Skin and subcutaneous tissue,ZV10y14,1227579014,[V]Personal history of malignant neoplasm of skin
Psoriasis,14F2.00,251784017,H/O: psoriasis
Psoriasis,38Gg.00,2239001000000113,Psoriasis area and severity index score
Psoriasis,M16..00,308725015,Psoriasis and similar disorders
Psoriasis,M160.00,55627011,Psoriatic arthropathy
Psoriasis,M160.11,55628018,Psoriatic arthritis
Psoriasis,M160000,198881000006116,Psoriatic spondylitis
Psoriasis,M160100,359321011,Distal interphalangeal psoriatic arthropathy
Psoriasis,M160200,32869011,Arthritis mutilans
Psoriasis,M160z00,308730016,Psoriatic arthropathy NOS
Psoriasis,M161.00,308731017,Other psoriasis
Psoriasis,M161000,308732012,Psoriasis unspecified
Psoriasis,M161100,308733019,Psoriasis annularis
Psoriasis,M161200,308734013,Psoriasis circinata
Psoriasis,M161300,308735014,Psoriasis diffusa
Psoriasis,M161400,198791000006112,Plaque psoriasis
Psoriasis,M161500,308739015,Psoriasis geographica
Psoriasis,M161600,61797015,Guttate psoriasis
Psoriasis,M161700,308740018,Psoriasis gyrata
Psoriasis,M161800,308741019,Psoriasis inveterata
Psoriasis,M161900,198841000006110,Psoriasis ostracea
Psoriasis,M161A00,308744010,Psoriasis palmaris
Psoriasis,M161B00,308745011,Psoriasis plantaris
Psoriasis,M161C00,308746012,Psoriasis punctata
Psoriasis,M161D00,308747015,Pustular psoriasis
Psoriasis,M161E00,308749017,Psoriasis universalis
Psoriasis,M161F00,308750017,Psoriasis vulgaris
Psoriasis,M161F11,1629311000006117,Chronic large plaque psoriasis
Psoriasis,M161H00,308752013,Erythrodermic psoriasis
Psoriasis,M161J00,1887571000006111,Flexural psoriasis
Psoriasis,M161z00,308753015,Psoriasis
Psoriasis,M166.00,483572016,Palmoplantar pustular psoriasis
Psoriasis,M16y.00,308775018,Acquired disorder of keratinisation
Psoriasis,M16y000,357623013,Scalp psoriasis
Psoriasis,M16z.00,308776017,Psoriasis and similar disorders NOS
Psoriasis,Myu3000,309331014,[X]Other psoriasis
Psoriasis,N045200,359310019,Juvenile arthritis in psoriasis
Psoriasis,Nyu1300,312521010,Psoriasis with arthropathy
Psoriatic arthropathy,M160.00,55627011,Psoriatic arthropathy
Psoriatic arthropathy,M160.11,55628018,Psoriatic arthritis
Psoriatic arthropathy,M160000,198881000006116,Psoriatic spondylitis
Psoriatic arthropathy,M160100,359321011,Distal interphalangeal psoriatic arthropathy
Psoriatic arthropathy,M160200,32869011,Arthritis mutilans
Psoriatic arthropathy,M160z00,308730016,Psoriatic arthropathy NOS
Psoriatic arthropathy,Nyu1300,312521010,Psoriasis with arthropathy
Ptosis of eyelid,2BE..00,255369019,O/E - ptosis
Ptosis of eyelid,2BE2.00,255371019,O/E - ptosis present
Ptosis of eyelid,2BE3.00,255372014,O/E - Horner's syndrome
Ptosis of eyelid,2BEZ.00,255373016,O/E - ptosis NOS
Ptosis of eyelid,7218.00,596931000006116,Correction of ptosis
Ptosis of eyelid,7218000,596641000006117,Levator palpebrae resection
Ptosis of eyelid,7218100,596631000006110,Correction of eyelid ptosis using frontalis muscle technique
Ptosis of eyelid,7218200,394005016,Correction of ptosis of eyelid using sling of fascia
Ptosis of eyelid,7218300,596651000006115,Correction of eyelid ptosis using superior rectus technique
Ptosis of eyelid,7218500,266723011,Correction of eyelid ptosis using aponeurosis technique
